TICKER_ID,TICKER,TICKER_NAME                                                ,SECTOR_ID,SECTOR          ,INDUSTRY                                ,INDEX_ID,INDEX ,DESCRIPTION                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
92,NOEJ  ,NORMA GROUP SE                                             ,7,Technology      ,Industrial Products & Services          ,2,MDAX  ,The Norma Group SE (previously Norma Group AG) is faced with a portfolio of more than 30;000 products and solutions as the market and technology leader in engineered joining technology. The wide range includes the three product categories clamp; connect and fluid. Norma sells the products through the two marketing strategies as engineered joining technology (Engineered Joining Technologies; EJT) and as a distribution service (Distribution Services; DS). In EJT Norma delivers mission-critical solutions that are developed for specific application requirements of OEMs. In DS; the standards-based connectivity products under the Aba; Breeze; Clamp-All; Gemi; Norma; RG Ray; Serflex; Serratub; Terry and Torca be marketed. Use to find the products in systems for emission control in cooling systems; air induction and induction as well as in auxiliary systems and infrastructure.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
93,OSR   ,OSRAM LICHT AG                                             ,3,Industrial Goods,Industrial; Diversified                 ,2,MDAX  ,The light OSRAM AG emerged as a subsidiary of Siemens AG. Here; the technology group bundled under the traditional name OSRAM its activities in the field of light and lighting. While OSRAM primarily operates in Germany under the more than 100-year-old OSRAM brand on the market; come internationally added yet secondary brands such as the U.S. Sylvania. OSRAM is the only integrated; globally focused on the light industrial lighting company; providing solutions for all of life and areas of application. The product spectrum ranges from light sources on ballasts and lighting components to complete luminaires; lighting management systems and lighting solutions and value-added services; so that OSRAM offers vertically integrated solutions across all key stages of the value chain light. The Group sells its products through a worldwide distribution network both original equipment manufacturers as well as to wholesalers and retailers in 120 countries.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
94,PSM   ,ProSiebenSat.1 Media AG                                    ,8,Services        ,Broadcasting                            ,2,MDAX  ,"ProSiebenSat.1 Media AG is one of the strongest families of channels in the German television market and achieved in Germany; Austria and Switzerland on 41 million households (as of end of 2012). In terms of popularity the target demographic of 14 - to 49-year-old viewers; the station group ranks for years at the top. For the family of channels of ProSiebenSat.1 Media Sat.1; ProSieben; kabel eins and sixx since May 2010; the women's channel belong in Germany. 2012; the Group disposed of its TV and radio portfolio in Northern and Eastern Europe. With a focus on advertising-financed free TV ProSiebenSat.1 is highly dependent on the advertising market; so that the Group has its free-TV business in 2012 supplemented by a production network and investments in digital content. The operating business was divided in 2012 into the \""Broadcasting German-Speaking\""; \""Digital & Adjacent\""; \""Content Production & Global Sales\"" and the discontinued \""Broadcasting International\"".                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       "
95,RAA   ,RATIONAL AG                                                ,8,Services        ,Industrial Equipment Wholesale          ,2,MDAX  ,RATIONAL Aktiengesellschaft engages in the development; production; and sale of professional cooking appliances for industrial kitchens worldwide. Its products include SelfCookingCenter and CombiMaster Plus; which are used for baking; roasting; grilling; steaming; blanching; and poaching; and VarioCookingCenter that is used for boiling; roasting; frying; and pressure cooking. The company also provides various accessories; such as stands; base cabinets; thermocabinets; condensation hoods; mobile oven racks; run-in rails for mobile oven racks; transport trolleys; and grid shelves. Its customers include restaurants; hotels; company canteens; hospitals; schools; universities; military facilities; prisons; and retirement homes; as well as fast-food chains; caterers; supermarkets; butchers' shops; bakeries; and snack outlets. The company sells its products through independent distribution partners. RATIONAL Aktiengesellschaft was founded in 1973 and is headquartered in Landsberg am Lech; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
96,RHK   ,RHÖN-KLINIKUM AG                                           ,9,Healthcare      ,Hospitals                               ,2,MDAX  ,RHÖN-Klinikum Aktiengesellschaft engages in the provision of healthcare services in Germany. The company operates acute care and rehabilitation hospitals; and medical care centers. As of March 31; 2013; it had 54 hospitals with 17;104 beds in 10 states; and 41 medical care centers. The company is headquartered in Bad Neustadt a.d. Saale; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
97,RHM   ,RHEINMETALL AG                                             ,3,Industrial Goods,Diversified Machinery                   ,2,MDAX  ,Rheinmetall AG provides automotive components and defense equipment in Germany and internationally. Its automotive components include gasoline engines and commercial vehicle pistons; large-bore pistons; and piston systems; emission control systems; actuators; solenoid valves; oil pumps; vacuum pumps; and water circulation and coolant pumps; high-pressure and low-pressure die cast cylinder blocks; as well as finish-machining of engine blocks; engine plain bearings; special bearings and turned bushings; and continuous castings; and aftermarket parts and components. The company offers defense equipment; including combat systems; such as armored tracked vehicles; protection systems; turret systems and weapon stations; large- and medium-calibre weapons; and ammunition; command and control systems; fire control units; and reconnaissance and sensor systems; electro-optical products and systems; land; flight; naval; maritime; and power plant simulation; NBC reconnaissance systems; Unmanned aerial vehicles; and soldier systems. In addition; it provides air defense and air management systems; detection; verification; and clearing of explosive devices; cargo loading and aviation systems; protection and propulsion systems; and wheeled vehicles. The company was formerly known as Rheinmetall Berlin AG and changed its name to Rheinmetall AG in 1996. Rheinmetall AG was founded in 1889 and is headquartered in DÃ¼sseldorf; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
98,RRTL  ,RTL GROUP S.A.                                             ,8,Services        ,Broadcasting                            ,2,MDAX  ,RTL Group is one of Europe's largest entertainment companies focused on radio and television entertainment and both free-TV; pay TV as well as online services offering. The network of the Luxembourg-based company include interests in 53 television and 28 radio stations in ten countries. In the TV area includes RTL Television in Germany; M6 in France; the RTL channels in the Netherlands; Belgium and Luxembourg; Croatia and Hungary; as Antena 3 in Spain in the portfolio. In addition; RTL is involved in the shared channel RTL Big in India and at the Russian National Media Group. RTL in France is the figurehead of the radio network of the Group. There are also other radio activities in France; Germany; Belgium; the Netherlands; Spain and Luxembourg. With the global FremantleMedia; RTL is also one of the largest content producers outside the United States and created more than 9100 hours per year program content in 62 countries.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
99,SAZ   ,STADA-ARZNEIMITTEL AG                                      ,9,Healthcare      ,Drugs - Generic                         ,2,MDAX  ,STADA Arzneimittel Aktiengesellschaft engages in the development and marketing of active pharmaceutical ingredients for the health care and pharmaceutical markets worldwide. Its principal branded products include Mobilat; Grippostad; and Ladival. The company operates in two segments; Generics and Branded Products. The Generics segment provides various active ingredients; including Omeprazole and Pantoprazol; the stomach medicines; Phospholipide; a liver medicine; Enalapril; an ACE inhibitor; and Diclofenac; an antirheumatic drug. The Branded Products segment provides non-prescription products comprising Grippostad; a cold medicine; Apo-Go; a Parkinson medicine; Hirudoid; a venous therapeutic agent; Chondroxid for the treatment of degenerative joint diseases; and Levomecol; a topical antibiotic. The company has license and collaboration agreements with Gedeon Richter Plc for the development and marketing of biosimilar products for monoclonal antibodies Rituximab and optionally Trastuzumab. It serves patients and/or consumers; doctors; doctors' cooperatives; pharmacies; pharmacy co-operatives; hospitals; wholesalers; and other service providers in the health care market; as well as public health insurance organizations or private insurances. The company has representation in approximately 30 countries with approximately 50 subsidiaries. STADA Arzneimittel Aktiengesellschaft was founded in 1895 and is headquartered in Bad Vilbel; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
100,SGL   ,SGL CARBON SE                                              ,1,Basic Materials ,Chemicals - Major Diversified           ,2,MDAX  ,SGL Carbon SE; together with its subsidiaries; engages in the manufacture and sale of carbon and graphite products primarily in Europe; North America; Latin America; and Asia. It operates in three segments: Performance Products; Graphite Materials and Systems; and Carbon Fibers and Composites. The Performance Products segment provides carbon and graphite electrodes; cathodes; and furnace linings to the aluminum; steel; and other metallurgical industries. The Graphite Materials and Systems segment supplies coarse and fine grain graphite; and expanded natural graphite for chemical; automotive; semiconductor; LED; lithium ion battery; and solar industries; as well as for use in machinery components; composites; and process technology. The Carbon Fibers and Composites segment offers carbon fibers; carbon-fiber-based fabrics; composites; and structural components for aerospace; wind energy; and automotive industries. The company was founded in 1872 and is headquartered in Wiesbaden; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
101,SKYD  ,SKY DEUTSCHLAND AG                                         ,8,Services        ,Broadcasting - TV                       ,2,MDAX  ,Sky Deutschland AG; together with its subsidiaries; provides pay-television (TV) services in Germany and Austria. It offers a range of programs; including current feature films; new TV series; children's programs; and documentaries; as well as live sports primarily the football Bundesliga; the UEFA Champions League; the UEFA Europa League; and DFB-Pokal. The company offers high definition services with approximately 64 channels focusing on sports and feature films. It also provides current blockbuster movies; live sports programming; and adult entertainment on pay-per-view basis to its subscribers. The company distributes its programs digitally via satellite and cable; as well as through Sky Go on the Internet; and mobile devices; such as iPads; iPhones; iPod touchs; and Xbox 360. In addition; it is involved in the purchase; sale; and distribution of rights to films; series; and TV productions; acquisition; sale; and distribution of broadcasting rights for public events; arrangement of program magazine subscriptions; and other activities associated with the operation of the pay-TV business. The company was formerly known as Premiere AG and changed its name to Sky Deutschland AG in August 2009. Sky Deutschland AG is based in UnterfÃ¶hring; Germany. Sky Deutschland AG operates as a subsidiary of Twenty-First Century Fox; Inc.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
102,SPR   ,AXEL SPRINGER AG                                           ,8,Services        ,Publishing - Newspapers                 ,2,MDAX  ,Axel Springer AG; an integrated multimedia company; provides print and digital media offerings in Europe. It is involved in the sale of newspapers; magazines; and digital information and entertainment offerings. Its Digital Media segment engages in content portals and other digital media; performance marketing; and online classifieds portals; and investments in the TV and radio sectors. The company's Newspapers National segment offers 14 newspapers and advertising papers published in Germany. This segment provides daily and Sunday newspapers; national and regional subscription newspapers; and advertising supplements. Its Magazines National segment provides TV program guides; and women's; computer; car; sports; and music magazines. The company's Print International segment publishes newspapers and magazines in Switzerland; France; and Spain; as well as in Poland; the Czech Republic; Slovakia; Serbia; Hungary; and Russia. In addition; it engages in rotogravure printing business. The company sells its newspapers and magazines through retail sales outlets; press wholesalers; and press import companies; and distributes digital media through various channels; including the Internet; mobile terminal devices; and download platforms; such as Apple's App Store. Axel Springer AG was founded in 1946 and is headquartered in Berlin; Germany. Axel Springer AG operates as a subsidiary of Axel Springer Gesellschaft fÃ¼r Publizistik GmbH & Co.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
103,SY1   ,SYMRISE AG                                                 ,1,Basic Materials ,Chemicals - Major Diversified           ,2,MDAX  ,Symrise AG produces; markets; and sells flavors; fragrances; aroma chemicals; and cosmetic ingredients. Its Flavor & Nutrition segment provides flavors and functional ingredients in liquid; powder; granulated; or paste forms for use in confectionery; bakery; cereal; ice cream; and dairy products; culinary and snack food products; non-alcoholic; alcoholic; and dry beverages; food supplements; health care products; and specialties. This segment offers its products under the naturally citrus!; BrewTopia; and simply vanilla brands. The company's Scent & Care segment provides fragrances; including perfume oils used in perfumes; hair-care products; washing lotions; skin creams; deodorants; and washing products; and a range of mint aromas and intermediate products for toothpaste; oral care products; and chewing gums. This segment also offers life essentials that are used in skin care and hair care products; suntan lotions; aftershave balsams; shower gels; washing lotions; anti-dandruff shampoos; and deodorants; and aroma molecules in liquid or crystalline forms for use in various applications. In addition; Symrise AG provides biofunctional and bioactive ingredients and substances to the health and personal care sectors. The company serves companies in the perfume; cosmetics; and food industries; as well as the manufacturers of household products in Europe; Africa; the Middle East; North America; the Asia Pacific; and Latin America. Symrise AG was founded in 1874 and is headquartered in Holzminden; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
104,SZG   ,SALZGITTER AG                                              ,1,Basic Materials ,Steel & Iron                            ,2,MDAX  ,Salzgitter AG; through its subsidiaries; primarily engages in steel and technology businesses worldwide. The company operates in five divisions: Steel; Trading; Tubes; Services; and Technology. The Steel division develops and manufactures a range of special and branded steels; including flat carbon steel; sections; plates; tailored blanks; roof and wall elements; and sheet piles; and hot-rolled strips and cold-rolled steels for various applications. The Trading division operates a European sales network; as well as trading companies and agencies worldwide. The Tubes division manufactures a range of steel tubes; including seamless tubes; seamless and spiral-welded large-diameter pipes; stainless tubes and precision tubes; and medium line pipes. The Services division provides data processing; telecommunications; scrap dealing; bulk cargo handling and storage; transportation; raw materials supplies; information technology; and research and development services; as well as logistics and automotive services. The Technology division manufactures and sells machinery and plants for the filling and packaging of beverages; plastics processing machinery; and machinery for shoe; rubber; and silicon industries. This division is also involved in the management and development of commercial real estate. Salzgitter AG was founded in 1858 and is headquartered in Salzgitter; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
105,SZU   ,SUEDZUCKER AG                                              ,4,Consumer Goods  ,Confectioners                           ,2,MDAX  ,Südzucker Aktiengesellschaft supplies sugar products in Europe. The company's Sugar segment produces and sells sugar. This segment is also involved in agricultural/beet cultivation activities; provides soil testing; fertilization advice; plant nutrients comparison; and virus analysis services; and markets animal feed; a by-product of sugar and bioethanol production. Its Special Products segment produces functional food ingredients; including fibers; alternative carbohydrates; rice derivatives; and wheat gluten; specialty ingredients for pharmaceuticals and non-food applications; and functional ingredients for animal feed. This segment also offers frozen and chilled pizzas; and frozen pasta dishes and snacks; portion packed food and non-food products to hotels; restaurants; canteens; and caterers; and bioethanol; as well as starch for the food and non-food sectors. The company's CropEnergies segment produces bioethanol primarily for the fuel sector. Its Fruit segment produces fruit preparations for the dairy; ice cream; and baked goods industries; and apple juice; berry juice; and other juice concentrates; as well as juices and purees for the fruit juice industry. The company was founded in 1837 and is headquartered in Mannheim; Germany. Südzucker Aktiengesellschaft is a subsidiary of Süddeutsche Zuckerrübenverwertungs-Genossenschaft eG.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
106,TEG   ,TAG IMMOBILIEN AG.                                         ,5,Financial       ,Real Estate Development                 ,2,MDAX  ,TAG Immobilien AG engages in the acquisition; development; and management of residential real estate properties in Germany. Its Residential segment acquires; rents; and manages residential properties in Hamburg; Berlin; North Rhine-Westphalia; Salzgitter; and Thuringia/Saxony. The company's Commercial segment operates and leases commercial real estate properties in Hamburg; Berlin; and Munich. Its Other Activities segment leases the railway infrastructure in Tegernseer Tal area; as well as provides various other services. The company was formerly known as TAG Tegernsee Immobilien-und Beteiligungs-Aktiengesellschaft and changed its name to TAG Immobilien AG in September 2008. TAG Immobilien AG was founded in 1882 and is headquartered in Hamburg; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
107,TLX   ,Talanx AG                                                  ,5,Financial       ,Insurance                               ,2,MDAX  ,"Talanx AG is the management and financial holding company of a group of companies providing financial services provider; especially first-time as well as reinsurance services. For the primary sector include both property and casualty as well as life insurance. The group has several insurers for private and corporate customers HDI and HDI-Gerling; the reinsurer Hannover Re; which live bancassurance specialists new PB and Targo insurance as well as the fund provider and asset manager Ampega. The company is headquartered in Hanover; operates through cooperation agreements; however; in around 150 countries worldwide.The business is organized in five operating segments \""private and corporate insurance Germany\""; \""Private and corporate insurance international\""; \""industrial insurance\"" and \""property\"" and \""Life and health reinsurance\"" and the sixth segment \""Corporate Functions\"" divided.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
108,TUI1  ,TUI AG                                                     ,4,Consumer Goods  ,Recreational Goods; Other               ,2,MDAX  ,TUI AG; together with its subsidiaries; provides tourism services worldwide. It engages in the sale of flights; accommodation; and other tourism services as separate components and package tours; sale of hotel and apartment accommodation online to wholesale customers; such as travel agencies and tour operators; and provides charter yachts; and skiing and other sporting tours; as well as operates student trips and language courses. The company also operates approximately a fleet of 140 aircrafts and 3;500 retail shops in Europe; as well as provides destination services to tour operators; travel agents; corporate clients; and direct to the consumers. In addition; it operates hotels and resorts with a portfolio of approximately 248 hotels and 157;000 beds under Robinson; Riu; Grecotel; Grupotel; Iberotel; and Dorfhotel brand names. Further; the company operates expedition and luxury cruises in the German-speaking countries with the cruise liners; including MS Europa; MS Hanseatic; MS Bremen; and MS Columbus. TUI AG is headquartered in Hanover; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
109,WCH   ,WACKER CHEMIE AG                                           ,1,Basic Materials ,Chemicals - Major Diversified           ,2,MDAX  ,Wacker Chemie AG provides specialty chemical products worldwide. It operates through five divisions: WACKER SILICONES; WACKER POLYMERS; WACKER BIOSOLUTIONS; WACKER POLYSILICON; and Siltronic. The WACKER SILICONES division offers a portfolio of approximately 3;000 products ranging from silicone-based fluids; emulsions; resins; elastomers; and sealants to silanes and pyrogenic silica grades; which are used as starting materials in the production of silicones. The WACKER POLYMERS division manufactures binders and polymeric additives; such as dispersible polymer powders and dispersions used in various industrial applications; or as base chemicals in paints; coatings; paper; and adhesives industries; as well as in the construction industry. The WACKER BIOSOLUTIONS division supplies customized biotech and catalog products for fine chemicals comprising pharmaceutical proteins; cyclodextrins; cysteine; polyvinyl acetate solid resins; organic intermediates and acetylacetone. It focuses on customer-specific solutions in the areas of food additives; pharmaceutical actives; and agrochemicals. The WACKER POLYSILICON division produces hyperpure polysilicon for the semiconductor-electronics and solar sector. The Siltronic division supplies silicon wafers for various semiconductor manufacturers. The company was founded in 1914 and is headquartered in Munich; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
110,WIN   ,WINCOR NIXDORF AKTIENGESELLSCHAFT                          ,7,Technology      ,Business Software & Services            ,2,MDAX  ,Wincor Nixdorf Aktiengesellschaft provides information technology (IT) solutions and services primarily to retail banks; retailers; postal service operators; and service stations worldwide. The company offers various banking consulting services; including payment solution project services; retail consulting; including process and integration consulting in the areas of store automation; checkout concepts; cash management; category management; standard software selection; and IT management; as well as SAP software and services; and project management services. It also provides a range of hardware products; which include banking systems; such as cash dispensers; automated teller machines; deposit/dispensing cash recycling systems; intelligent deposit solutions; automated teller safes; interactive terminals and statement printers; security solutions; and banking peripherals; retail systems comprising point-of-sale (POS) systems and its peripherals; self-checkout solutions; pay tower solutions; retail cash cycle management solutions; interactive kiosk solutions; reverse vending systems; and electronic shelf labeling systems; and postal systems; such as stamp vending kiosks; counter hardware; and kiosk systems. In addition; the company offers various services consisting of product related services; including product support and product lifecycle solutions; managed services for self service terminals; POS systems; cash banking and retail; and branch/store management services; and self-service and IT outsourcing services. Further; it provides application software and related integration services for financial; retail; wholesale; lottery; postal market; service station; railway and public transport; public administration; and electronic payment processing industries. The company was founded in 1952 and is headquartered in Paderborn; Germany.                                                                                                                                     
111,ZIL2  ,ELRINGKLINGER AG                                           ,4,Consumer Goods  ,Auto Parts                              ,2,MDAX  ,ElringKlinger AG; an independent automotive supplier company; engages in the development; manufacture; and distribution of technical and chemical products for the automotive sector and the manufacturing industry worldwide. It operates in five segments: Original Equipment; Aftermarket; Engineered Plastics; Services; and Industrial Parks. The Original Equipment segment develops; produces; and sells parts and assemblies for vehicle engines; transmission units; and exhaust systems; as well as for batteries and fuel cell components. Its products include cylinder-head gaskets; specialty gaskets; shielding systems; and plastic housing modules for specialist machinery; ships; and locomotives. The Aftermarket segment provides cylinder-head and specialty gaskets; as well as gasket sets and service parts used primarily for repairs to engines; gearboxes; and exhaust systems. The Engineered Plastics segment offers components and technical products made of high-performance polytetrafluoroethylene plastics for applications in the vehicle; mechanical engineering; medical technology; and aerospace industries. The Services segment provides development services for engines; and transmission and exhaust tracts using testing and measurement stations for vehicle manufacturers and automotive suppliers; and offers logistics services. The Industrial Parks segment administers and leases land and buildings; which include properties located in Idstein near Frankfurt and KecskemÃ©t-Kadafalva in Hungary. ElringKlinger AG was founded in 1879 and is headquartered in Dettingen/Erms; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
